"client_ref","order_id","duration","deadline","known_difficult","created_on","last_modified_on"
"751530b0b6-26499cb8801d-1607719737422917983",,300.30999999999995,1607780937,0,1607719738,1607719738
"751530b0b6-5f3d11c9b08c-1607719731682289545",,314.16000000000076,1607780932,0,1607719733,1607719733
"751530b0b6-67e9b0ccbd4c-1607719727604131031",,298.4899999999998,1607780927,0,1607719729,1607719729
"751530b0b6-f2235ad69dcd-1607719725393130287",,301.03999999999996,1607780926,0,1607719727,1607719727
"751530b0b6-5f3d11c9b08c-1607719722620063327",,301.39,1607780923,0,1607719724,1607719724
"751530b0b6-30c3020420eb-1607719722870467952",,300.9200000000001,1607780923,0,1607719724,1607719724
"751530b0b6-30c3020420eb-1607719713901593022",,302.21000000000004,1607780914,0,1607719715,1607719715
"751530b0b6-3a61c1e784b7-1607719712350185066",,299.17999999999984,1607780912,0,1607719713,1607719713
"751530b0b6-2fcd55dd82c5-1607719699559315661",,307.07,1607780900,0,1607719701,1607719701
"751530b0b6-5f3d11c9b08c-1607719694220795908",,302.44000000000005,1607780894,0,1607719695,1607719695
"751530b0b6-30c3020420eb-1607719687187076918",,169.55999999999995,1607780887,0,1607719688,1607719688
"1d982d2a0c-d8adc0170bbc-1607719686776527113",,305.14,1607780886,0,1607719687,1607719687
"751530b0b6-5f3d11c9b08c-1607719684040792973",,293.4000000000001,1607780884,0,1607719685,1607719685
"751530b0b6-26499cb8801d-1607719681441614532",,299.0999999999999,1607780882,0,1607719683,1607719683
"751530b0b6-5f3d11c9b08c-1607719679633188089",,295.76,1607780880,0,1607719681,1607719681
"751530b0b6-26499cb8801d-1607719678861348926",,300.06999999999994,1607780879,0,1607719680,1607719680
"751530b0b6-5f3d11c9b08c-1607719676135768171",,293.6300000000001,1607780876,0,1607719677,1607719677
"751530b0b6-30c3020420eb-1607719664943085024",,297.48,1607780865,0,1607719666,1607719666
"751530b0b6-26499cb8801d-1607719662973971292",,298.04999999999995,1607780863,0,1607719664,1607719664
"751530b0b6-67e9b0ccbd4c-1607719641913920979",,301.8499999999999,1607780844,0,1607719647,1607719647
"751530b0b6-3a61c1e784b7-1607719641281745025",,157.23000000000047,1607780843,0,1607719644,1607719644
"751530b0b6-26499cb8801d-1607719633739317637",,298.41499999999996,1607780834,0,1607719635,1607719635
"751530b0b6-26499cb8801d-1607719625052784821",,251.26000000000022,1607780825,0,1607719626,1607719626
"1d982d2a0c-d8adc0170bbc-1607719624409440350",,42.26999999999998,1607780824,0,1607719625,1607719625
"1d982d2a0c-d8adc0170bbc-1607719621759720853",,284.25,1607780822,0,1607719623,1607719623
"751530b0b6-f2235ad69dcd-1607719618706175327",,300.26,1607780819,0,1607719620,1607719620
"751530b0b6-5f3d11c9b08c-1607719610335352313",,300.385,1607780810,0,1607719611,1607719611
"751530b0b6-26499cb8801d-1607719605226798138",,304.345,1607780805,0,1607719606,1607719606
"751530b0b6-f2235ad69dcd-1607719605223429153",,310.1199999999999,1607780805,0,1607719606,1607719606
"1d982d2a0c-d8adc0170bbc-1607719591838393095",,304.66999999999996,1607780792,0,1607719593,1607719593
"1d982d2a0c-d8adc0170bbc-1607719585670899301",,302.26,1607780785,0,1607719586,1607719586
"751530b0b6-879f900d53ee-1607719580946921555",,221.70000000000027,1607780784,0,1607719585,1607719585
"751530b0b6-3a61c1e784b7-1607719580095099218",,306.78999999999996,1607780780,0,1607719582,1607719582
"751530b0b6-3a61c1e784b7-1607719577818384330",,304.34000000000015,1607780779,0,1607719580,1607719580
"751530b0b6-3a61c1e784b7-1607719576936840339",,302.8699999999999,1607780777,0,1607719578,1607719578
"751530b0b6-3a61c1e784b7-1607719567900718947",,302.1449999999999,1607780768,0,1607719569,1607719569
"751530b0b6-f2235ad69dcd-1607719566735192973",,302.44999999999993,1607780768,0,1607719569,1607719569
"1d982d2a0c-d8adc0170bbc-1607719564346078440",,305.09000000000015,1607780764,0,1607719565,1607719565
"751530b0b6-5f3d11c9b08c-1607719562829104985",,894.54,1607780763,0,1607719563,1607719563
"751530b0b6-3a61c1e784b7-1607719560359427069",,298.44000000000005,1607780760,0,1607719561,1607719561
"751530b0b6-f2235ad69dcd-1607719558218764145",,292.78499999999997,1607780758,0,1607719559,1607719559
"751530b0b6-f2235ad69dcd-1607719555543618303",,302.76,1607780756,0,1607719557,1607719557
"751530b0b6-879f900d53ee-1607719544019919021",,302.4699999999998,1607780744,0,1607719545,1607719545
"751530b0b6-f2235ad69dcd-1607719542233719395",,302.4200000000001,1607780742,0,1607719543,1607719543
"751530b0b6-67e9b0ccbd4c-1607719540251409480",,302.1700000000001,1607780741,0,1607719542,1607719542
"751530b0b6-26499cb8801d-1607719541422262100",,300.18000000000006,1607780741,0,1607719542,1607719542
"751530b0b6-5f3d11c9b08c-1607719523382189668",,302.40999999999985,1607780724,0,1607719525,1607719525
"751530b0b6-5f3d11c9b08c-1607719519898691424",,295.1399999999994,1607780720,0,1607719521,1607719521
"751530b0b6-67e9b0ccbd4c-1607719518742081131",,299.5100000000002,1607780719,0,1607719520,1607719520
"751530b0b6-879f900d53ee-1607719517315889827",,300.5,1607780717,0,1607719518,1607719518
"751530b0b6-d5eaa5009bdc-1607719516064872405",,46.27000000000044,1607780716,0,1607719517,1607719517
"751530b0b6-f2235ad69dcd-1607719513358437989",,300.98,1607780713,0,1607719514,1607719514
"751530b0b6-879f900d53ee-1607719494400321781",,295.5,1607780694,0,1607719495,1607719495
"751530b0b6-67e9b0ccbd4c-1607719489734046708",,300.65,1607780690,0,1607719491,1607719491
"751530b0b6-ddb508aca16f-1607719488074295862",,301.20000000000005,1607780688,0,1607719489,1607719489
"751530b0b6-67e9b0ccbd4c-1607719485295281849",,298.5500000000002,1607780685,0,1607719486,1607719486
"751530b0b6-879f900d53ee-1607719477758332696",,290.6399999999999,1607780678,0,1607719479,1607719479
"751530b0b6-5d1b7963f2e4-1607719478068139770",,305.41999999999996,1607780678,0,1607719479,1607719479
"751530b0b6-879f900d53ee-1607719470332767095",,295,1607780673,0,1607719474,1607719474
"751530b0b6-5d1b7963f2e4-1607719468304771535",,314.6700000000001,1607780669,0,1607719470,1607719470
"751530b0b6-5d1b7963f2e4-1607719466070113282",,308.94999999999993,1607780666,0,1607719467,1607719467
"751530b0b6-f2235ad69dcd-1607719465205470446",,301.47,1607780665,0,1607719466,1607719466
"751530b0b6-879f900d53ee-1607719459471365170",,302.23,1607780660,0,1607719461,1607719461
"751530b0b6-26499cb8801d-1607719460396816235",,303.21000000000004,1607780660,0,1607719461,1607719461
"751530b0b6-879f900d53ee-1607719458568513041",,300.1300000000001,1607780658,0,1607719459,1607719459
"751530b0b6-5d1b7963f2e4-1607719444352246473",,302.07500000000005,1607780644,0,1607719445,1607719445
"751530b0b6-f2235ad69dcd-1607719438115080925",,299.625,1607780639,0,1607719440,1607719440
"751530b0b6-3a61c1e784b7-1607719426698116365",,297.1500000000001,1607780627,0,1607719428,1607719428
"751530b0b6-3a61c1e784b7-1607719425666368310",,300.7399999999998,1607780626,0,1607719427,1607719427
"751530b0b6-67e9b0ccbd4c-1607719418133546108",,302.52,1607780619,0,1607719420,1607719420
"751530b0b6-ddb508aca16f-1607719413422804119",,301.74,1607780614,0,1607719415,1607719415
"751530b0b6-ddb508aca16f-1607719406929441484",,301.02,1607780607,0,1607719408,1607719408
"751530b0b6-67e9b0ccbd4c-1607719400718245960",,301.22,1607780600,0,1607719402,1607719402
"751530b0b6-67e9b0ccbd4c-1607719400473647622",,305.08000000000004,1607780600,0,1607719401,1607719401
"751530b0b6-67e9b0ccbd4c-1607719395861615880",,311.85,1607780596,0,1607719397,1607719397
"751530b0b6-5d1b7963f2e4-1607719391542755830",,287.115,1607780593,0,1607719394,1607719394
"751530b0b6-67e9b0ccbd4c-1607719387467470546",,301.37,1607780589,0,1607719390,1607719390
"751530b0b6-ddb508aca16f-1607719377019908219",,301.03999999999996,1607780579,0,1607719380,1607719380
"751530b0b6-5d1b7963f2e4-1607719368779651773",,299.52,1607780569,0,1607719370,1607719370
"751530b0b6-879f900d53ee-1607719365835570827",,300.20000000000005,1607780566,0,1607719367,1607719367
"751530b0b6-879f900d53ee-1607719364881159295",,291.73,1607780565,0,1607719366,1607719366
"751530b0b6-ddb508aca16f-1607719350916909792",,301.27,1607780551,0,1607719352,1607719352
"751530b0b6-67e9b0ccbd4c-1607719350015770951",,125.07999999999993,1607780550,0,1607719351,1607719351
"751530b0b6-5d1b7963f2e4-1607719347551411059",,298.99,1607780548,0,1607719349,1607719349
"751530b0b6-5d1b7963f2e4-1607719343636891930",,299.8800000000001,1607780545,0,1607719346,1607719346
"751530b0b6-879f900d53ee-1607719340273280051",,300.4150000000001,1607780541,0,1607719342,1607719342
"751530b0b6-879f900d53ee-1607719338883130455",,305.04999999999995,1607780539,0,1607719341,1607719341
"751530b0b6-ddb508aca16f-1607719340465076922",,300.5,1607780540,0,1607719341,1607719341
"751530b0b6-ddb508aca16f-1607719336932866157",,301.6199999999999,1607780537,0,1607719338,1607719338
"751530b0b6-5d1b7963f2e4-1607719336442470344",,260.1700000000001,1607780536,0,1607719337,1607719337
"751530b0b6-ddb508aca16f-1607719332257887811",,301.4200000000001,1607780532,0,1607719333,1607719333
"751530b0b6-f2235ad69dcd-1607719319661919154",,111.55000000000018,1607780520,0,1607719321,1607719321
"751530b0b6-5d1b7963f2e4-1607719308304888675",,294.81999999999994,1607780508,0,1607719309,1607719309
"751530b0b6-ddb508aca16f-1607719286180512556",,299.99000000000024,1607780486,0,1607719287,1607719287
"751530b0b6-879f900d53ee-1607719281438176498",,298.525,1607780482,0,1607719283,1607719283
"751530b0b6-ddb508aca16f-1607719256906931921",,207.75,1607780457,0,1607719258,1607719258
"751530b0b6-1c6dc190919c-1607719147349464388",,300.44000000000005,1607780347,0,1607719148,1607719148
"751530b0b6-1c6dc190919c-1607719139963850154",,295.49000000000024,1607780340,0,1607719141,1607719141
"751530b0b6-1c6dc190919c-1607719124148893975",,297.0799999999999,1607780325,0,1607719127,1607719127
"751530b0b6-1c6dc190919c-1607719122016020656",,300.21000000000004,1607780322,0,1607719123,1607719123
"751530b0b6-1c6dc190919c-1607719117533478086",,313.3299999999999,1607780317,0,1607719119,1607719119
"751530b0b6-1c6dc190919c-1607719085077212277",,300.8199999999997,1607780286,0,1607719087,1607719087
"751530b0b6-1c6dc190919c-1607719080603920200",,307.94000000000005,1607780280,0,1607719082,1607719082
"751530b0b6-1c6dc190919c-1607719071291855748",,298.9000000000001,1607780271,0,1607719072,1607719072
"751530b0b6-1c6dc190919c-1607719050486623393",,302.5799999999999,1607780250,0,1607719051,1607719051
"751530b0b6-1c6dc190919c-1607719039559482183",,211.40999999999985,1607780239,0,1607719040,1607719040
"751530b0b6-1c6dc190919c-1607718986198536468",,296.58000000000004,1607780186,0,1607718987,1607718987
"751530b0b6-1c6dc190919c-1607718931304499414",,300.295,1607780131,0,1607718932,1607718932
"751530b0b6-1c6dc190919c-1607718929120053753",,298.815,1607780129,0,1607718930,1607718930
"128396c1ea-122f7605f116-1607716496447708981",,297.8000000000002,1607781296,0,1607716498,1607716498
"128396c1ea-122f7605f116-1607716485313493957",,301.1100000000001,1607781285,0,1607716486,1607716486
"128396c1ea-122f7605f116-1607716481487218283",,299.99,1607781281,0,1607716482,1607716482
"128396c1ea-122f7605f116-1607716441826670543",,299.03,1607781242,0,1607716442,1607716442
"128396c1ea-122f7605f116-1607716433466954735",,298.5999999999999,1607781234,0,1607716435,1607716435
"128396c1ea-122f7605f116-1607716434050270220",,301.5,1607781234,0,1607716435,1607716435
"128396c1ea-122f7605f116-1607716421312503756",,302.6400000000001,1607781221,0,1607716422,1607716422
"128396c1ea-122f7605f116-1607716419811934592",,295.28,1607781220,0,1607716421,1607716421
"128396c1ea-122f7605f116-1607716398962020312",,299.4899999999998,1607781199,0,1607716401,1607716401
"128396c1ea-122f7605f116-1607716392020740984",,302.90999999999985,1607781192,0,1607716393,1607716393
"128396c1ea-122f7605f116-1607716387414611908",,300.1199999999999,1607781187,0,1607716388,1607716388
"128396c1ea-122f7605f116-1607716320494474530",,73.98000000000002,1607781121,0,1607716322,1607716322
"c9912209f6-b384ce4fd9f9-1607716171517219514",,53.68,1607780971,0,1607716172,1607716172
"2659ed42c9-157625bd94dd-1607716018977787944",,75.58,1607780819,0,1607716020,1607716020
"412b9b725e-ceb4ac9e6b57-1607715633834873552",,300,1607780434,0,1607715635,1607715635
"412b9b725e-ceb4ac9e6b57-1607715533104943476",,300,1607780333,0,1607715534,1607715534
"412b9b725e-ceb4ac9e6b57-1607715528986535191",,300,1607780329,0,1607715530,1607715530
"412b9b725e-ceb4ac9e6b57-1607715525429018725",,300,1607780325,0,1607715526,1607715526
"412b9b725e-ceb4ac9e6b57-1607715521182333314",,300,1607780321,0,1607715522,1607715522
"412b9b725e-ceb4ac9e6b57-1607715517367151568",,300,1607780317,0,1607715518,1607715518
"412b9b725e-ceb4ac9e6b57-1607715513825452979",,300,1607780314,0,1607715515,1607715515
"412b9b725e-ceb4ac9e6b57-1607715503449511573",,300,1607780304,0,1607715505,1607715505
"412b9b725e-ceb4ac9e6b57-1607715500806809044",,300,1607780301,0,1607715502,1607715502
"412b9b725e-ceb4ac9e6b57-1607715497545094881",,300,1607780298,0,1607715499,1607715499
"412b9b725e-ceb4ac9e6b57-1607715456111442994",,300,1607780256,0,1607715457,1607715457
"412b9b725e-ceb4ac9e6b57-1607715449000934494",,300,1607780249,0,1607715450,1607715450
"412b9b725e-ceb4ac9e6b57-1607715442239182137",,300,1607780242,0,1607715443,1607715443
"412b9b725e-ceb4ac9e6b57-1607715423027863873",,300,1607780223,0,1607715424,1607715424
"412b9b725e-ceb4ac9e6b57-1607715420721150437",,300,1607780220,0,1607715421,1607715421
"412b9b725e-ceb4ac9e6b57-1607715403135193957",,300,1607780203,0,1607715404,1607715404
"412b9b725e-ceb4ac9e6b57-1607715400239522547",,300,1607780201,0,1607715402,1607715402
"412b9b725e-ceb4ac9e6b57-1607715398033856595",,300,1607780198,0,1607715399,1607715399
"412b9b725e-ceb4ac9e6b57-1607715394749234673",,300,1607780195,0,1607715396,1607715396
"412b9b725e-ceb4ac9e6b57-1607715383163521941",,300,1607780183,0,1607715384,1607715384
"412b9b725e-ceb4ac9e6b57-1607715381396676899",,300,1607780181,0,1607715382,1607715382
"412b9b725e-ceb4ac9e6b57-1607715379761407499",,300,1607780180,0,1607715381,1607715381
"412b9b725e-ceb4ac9e6b57-1607715376633724361",,300,1607780177,0,1607715378,1607715378
"412b9b725e-ceb4ac9e6b57-1607715373696384771",,300,1607780174,0,1607715375,1607715375
"412b9b725e-ceb4ac9e6b57-1607715371632148425",,300,1607780171,0,1607715372,1607715372
"412b9b725e-ceb4ac9e6b57-1607715369575919518",,141.4800000000032,1607780169,0,1607715370,1607715370
"412b9b725e-ceb4ac9e6b57-1607715368045455791",,300,1607780168,0,1607715369,1607715369
"412b9b725e-ceb4ac9e6b57-1607715356782904424",,300,1607780157,0,1607715358,1607715358
"412b9b725e-ceb4ac9e6b57-1607715354535335844",,300,1607780154,0,1607715355,1607715355
"412b9b725e-ceb4ac9e6b57-1607715350169520354",,300,1607780150,0,1607715351,1607715351
"412b9b725e-ceb4ac9e6b57-1607715343389624426",,300,1607780144,0,1607715345,1607715345
"412b9b725e-ceb4ac9e6b57-1607715341281650684",,300,1607780141,0,1607715343,1607715343
"412b9b725e-ceb4ac9e6b57-1607715325647562667",,300,1607780126,0,1607715327,1607715327
"412b9b725e-ceb4ac9e6b57-1607715307746556602",,300,1607780108,0,1607715309,1607715309
"412b9b725e-ceb4ac9e6b57-1607715303637486572",,300,1607780104,0,1607715305,1607715305
"412b9b725e-ceb4ac9e6b57-1607715304168322368",,300,1607780104,0,1607715305,1607715305
"412b9b725e-ceb4ac9e6b57-1607715300523465567",,300,1607780101,0,1607715302,1607715302
"412b9b725e-ceb4ac9e6b57-1607715301069888849",,300,1607780101,0,1607715302,1607715302
"412b9b725e-ceb4ac9e6b57-1607715301550259988",,300,1607780101,0,1607715302,1607715302
"412b9b725e-ceb4ac9e6b57-1607715299816100195",,300,1607780100,0,1607715301,1607715301
"412b9b725e-ceb4ac9e6b57-1607715298012543998",,300,1607780099,0,1607715300,1607715300
"412b9b725e-ceb4ac9e6b57-1607715299233101512",,300,1607780099,0,1607715300,1607715300
"412b9b725e-ceb4ac9e6b57-1607715298049926960",,300,1607780098,0,1607715299,1607715299
"412b9b725e-ceb4ac9e6b57-1607715296061619458",,300,1607780096,0,1607715297,1607715297
"412b9b725e-ceb4ac9e6b57-1607715292083748378",,300,1607780092,0,1607715293,1607715293
"412b9b725e-ceb4ac9e6b57-1607715288724958885",,300,1607780089,0,1607715290,1607715290
"412b9b725e-ceb4ac9e6b57-1607715288521466596",,300,1607780088,0,1607715290,1607715290
"412b9b725e-ceb4ac9e6b57-1607715287663746055",,300,1607780087,0,1607715288,1607715288
"412b9b725e-ceb4ac9e6b57-1607715286023833949",,300,1607780086,0,1607715287,1607715287
"412b9b725e-ceb4ac9e6b57-1607715280570597285",,300,1607780081,0,1607715282,1607715282
"412b9b725e-ceb4ac9e6b57-1607715276601832825",,300,1607780076,0,1607715278,1607715278
"412b9b725e-ceb4ac9e6b57-1607715274670473206",,300,1607780075,0,1607715276,1607715276
"412b9b725e-ceb4ac9e6b57-1607715266789625983",,300,1607780067,0,1607715268,1607715268
"412b9b725e-ceb4ac9e6b57-1607715263714354337",,300,1607780064,0,1607715265,1607715265
"412b9b725e-ceb4ac9e6b57-1607715260371891785",,300,1607780060,0,1607715261,1607715261
"412b9b725e-ceb4ac9e6b57-1607715258424293153",,300,1607780058,0,1607715260,1607715260
"412b9b725e-ceb4ac9e6b57-1607715256256534395",,300,1607780056,0,1607715257,1607715257
"412b9b725e-ceb4ac9e6b57-1607715252701484348",,300,1607780053,0,1607715254,1607715254
"412b9b725e-ceb4ac9e6b57-1607715248550428681",,300,1607780048,0,1607715250,1607715250
"412b9b725e-ceb4ac9e6b57-1607715241231676832",,300,1607780041,0,1607715242,1607715242
"412b9b725e-ceb4ac9e6b57-1607715236340626519",,300,1607780036,0,1607715237,1607715237
"412b9b725e-ceb4ac9e6b57-1607715216664500338",,300,1607780016,0,1607715217,1607715217
"412b9b725e-ceb4ac9e6b57-1607715199370515311",,300,1607779999,0,1607715200,1607715200
"412b9b725e-ceb4ac9e6b57-1607715196115039699",,300,1607779996,0,1607715197,1607715197
"412b9b725e-ceb4ac9e6b57-1607715162032624400",,300,1607779962,0,1607715163,1607715163
"412b9b725e-ceb4ac9e6b57-1607715155342677463",,300,1607779955,0,1607715158,1607715158
"412b9b725e-ceb4ac9e6b57-1607715148631908363",,300,1607779948,0,1607715156,1607715156
"412b9b725e-ceb4ac9e6b57-1607715153986550053",,300,1607779954,0,1607715156,1607715156
"412b9b725e-ceb4ac9e6b57-1607715150268858027",,300,1607779950,0,1607715156,1607715156
"412b9b725e-ceb4ac9e6b57-1607715140631104082",,300,1607779941,0,1607715142,1607715142
"412b9b725e-ceb4ac9e6b57-1607715141350164509",,300,1607779941,0,1607715142,1607715142
"412b9b725e-ceb4ac9e6b57-1607715140239190094",,300,1607779940,0,1607715141,1607715141
"412b9b725e-ceb4ac9e6b57-1607715121631955365",,300,1607779922,0,1607715123,1607715123
"412b9b725e-ceb4ac9e6b57-1607715120131784571",,300,1607779920,0,1607715121,1607715121
"412b9b725e-ceb4ac9e6b57-1607715118985113303",,300,1607779919,0,1607715120,1607715120
"412b9b725e-ceb4ac9e6b57-1607715099079391908",,300,1607779899,0,1607715100,1607715100
"412b9b725e-ceb4ac9e6b57-1607715095487891528",,300,1607779895,0,1607715096,1607715096
"412b9b725e-ceb4ac9e6b57-1607715090902608654",,300,1607779892,0,1607715093,1607715093
"412b9b725e-ceb4ac9e6b57-1607715089295217971",,300,1607779890,0,1607715091,1607715091
"412b9b725e-ceb4ac9e6b57-1607715085449926544",,300,1607779886,0,1607715087,1607715087
"412b9b725e-ceb4ac9e6b57-1607715081461374030",,300,1607779881,0,1607715083,1607715083
"412b9b725e-ceb4ac9e6b57-1607715079720168583",,300,1607779879,0,1607715081,1607715081
"412b9b725e-ceb4ac9e6b57-1607715076985544083",,300,1607779877,0,1607715078,1607715078
"412b9b725e-ceb4ac9e6b57-1607715077536790275",,300,1607779877,0,1607715078,1607715078
"412b9b725e-ceb4ac9e6b57-1607715075284519316",,300,1607779876,0,1607715077,1607715077
"412b9b725e-ceb4ac9e6b57-1607715072995398884",,300,1607779873,0,1607715075,1607715075
"412b9b725e-ceb4ac9e6b57-1607715072993423888",,300,1607779873,0,1607715075,1607715075
"412b9b725e-ceb4ac9e6b57-1607715071048091514",,300,1607779871,0,1607715072,1607715072
"412b9b725e-ceb4ac9e6b57-1607715069949085766",,300,1607779871,0,1607715072,1607715072
"412b9b725e-ceb4ac9e6b57-1607715065474629582",,300,1607779865,0,1607715067,1607715067
"412b9b725e-ceb4ac9e6b57-1607715064783099480",,300,1607779865,0,1607715066,1607715066
"412b9b725e-ceb4ac9e6b57-1607715063749869814",,300,1607779864,0,1607715065,1607715065
"412b9b725e-ceb4ac9e6b57-1607715063167823144",,300,1607779863,0,1607715064,1607715064
"412b9b725e-ceb4ac9e6b57-1607715062186625988",,300,1607779862,0,1607715063,1607715063
"412b9b725e-ceb4ac9e6b57-1607715060201563671",,300,1607779860,0,1607715062,1607715062
"412b9b725e-ceb4ac9e6b57-1607715061365152908",,300,1607779861,0,1607715062,1607715062
"412b9b725e-ceb4ac9e6b57-1607715058378737793",,300,1607779858,0,1607715060,1607715060
"412b9b725e-ceb4ac9e6b57-1607715056328599633",,300,1607779857,0,1607715058,1607715058
"412b9b725e-ceb4ac9e6b57-1607715049715302453",,300,1607779850,0,1607715052,1607715052
"412b9b725e-ceb4ac9e6b57-1607715031321622462",,300,1607779831,0,1607715034,1607715034
"412b9b725e-ceb4ac9e6b57-1607715030104664455",,300,1607779830,0,1607715031,1607715031
"412b9b725e-ceb4ac9e6b57-1607715021150611655",,300,1607779821,0,1607715022,1607715022
"412b9b725e-ceb4ac9e6b57-1607715015999427743",,300,1607779816,0,1607715017,1607715017
"412b9b725e-ceb4ac9e6b57-1607715014195708155",,300,1607779814,0,1607715015,1607715015
"412b9b725e-ceb4ac9e6b57-1607715009559621855",,300,1607779810,0,1607715011,1607715011
"412b9b725e-ceb4ac9e6b57-1607715007831639351",,300,1607779808,0,1607715009,1607715009
"412b9b725e-ceb4ac9e6b57-1607715007893319871",,300,1607779808,0,1607715009,1607715009
"412b9b725e-ceb4ac9e6b57-1607715006910588969",,300,1607779807,0,1607715008,1607715008
"412b9b725e-ceb4ac9e6b57-1607715003965930301",,300,1607779804,0,1607715006,1607715006
"412b9b725e-ceb4ac9e6b57-1607715000641997210",,300,1607779800,0,1607715002,1607715002
"412b9b725e-ceb4ac9e6b57-1607714989991802539",,300,1607779790,0,1607714991,1607714991
"412b9b725e-ceb4ac9e6b57-1607714983777927285",,300,1607779784,0,1607714985,1607714985
"412b9b725e-ceb4ac9e6b57-1607714984680687469",,300,1607779784,0,1607714985,1607714985
"412b9b725e-ceb4ac9e6b57-1607714975207932617",,300,1607779775,0,1607714977,1607714977
"412b9b725e-ceb4ac9e6b57-1607714972306193168",,300,1607779772,0,1607714973,1607714973
"412b9b725e-ceb4ac9e6b57-1607714970844627351",,300,1607779771,0,1607714972,1607714972
"412b9b725e-ceb4ac9e6b57-1607714962412599878",,300,1607779763,0,1607714964,1607714964
"412b9b725e-ceb4ac9e6b57-1607714954391099978",,300,1607779755,0,1607714956,1607714956
"412b9b725e-ceb4ac9e6b57-1607714951309035372",,300,1607779752,0,1607714953,1607714953
"412b9b725e-ceb4ac9e6b57-1607714945484720097",,300,1607779752,0,1607714953,1607714953
"412b9b725e-ceb4ac9e6b57-1607714946604572629",,300,1607779747,0,1607714948,1607714948
"412b9b725e-ceb4ac9e6b57-1607714947641561745",,300,1607779747,0,1607714948,1607714948
"412b9b725e-ceb4ac9e6b57-1607714945296837778",,300,1607779745,0,1607714946,1607714946
"412b9b725e-ceb4ac9e6b57-1607714940404842818",,300,1607779740,0,1607714941,1607714941
"412b9b725e-ceb4ac9e6b57-1607714937965401449",,300,1607779738,0,1607714939,1607714939
"412b9b725e-ceb4ac9e6b57-1607714930678760538",,300,1607779731,0,1607714932,1607714932
"412b9b725e-ceb4ac9e6b57-1607714930985840241",,300,1607779731,0,1607714932,1607714932
"412b9b725e-ceb4ac9e6b57-1607714927715394051",,300,1607779728,0,1607714929,1607714929
"412b9b725e-ceb4ac9e6b57-1607714926022280940",,300,1607779727,0,1607714929,1607714929
"412b9b725e-ceb4ac9e6b57-1607714927145777805",,300,1607779727,0,1607714928,1607714928
"412b9b725e-ceb4ac9e6b57-1607714924687288544",,300,1607779724,0,1607714926,1607714926
"412b9b725e-ceb4ac9e6b57-1607714923373942789",,300,1607779724,0,1607714925,1607714925
"412b9b725e-ceb4ac9e6b57-1607714902232830693",,300,1607779702,0,1607714903,1607714903
"412b9b725e-ceb4ac9e6b57-1607714900587387743",,300,1607779700,0,1607714901,1607714901
"412b9b725e-ceb4ac9e6b57-1607714889595419907",,300,1607779689,0,1607714891,1607714891
"412b9b725e-ceb4ac9e6b57-1607714889288672841",,300,1607779689,0,1607714890,1607714890
"412b9b725e-ceb4ac9e6b57-1607714887633191581",,300,1607779688,0,1607714889,1607714889
"412b9b725e-ceb4ac9e6b57-1607714885994604333",,300,1607779686,0,1607714887,1607714887
"412b9b725e-ceb4ac9e6b57-1607714884599101946",,300,1607779684,0,1607714885,1607714885
"412b9b725e-ceb4ac9e6b57-1607714882430149046",,300,1607779682,0,1607714884,1607714884
"412b9b725e-ceb4ac9e6b57-1607714864740495733",,300,1607779665,0,1607714866,1607714866
"412b9b725e-ceb4ac9e6b57-1607714840786638845",,300,1607779641,0,1607714842,1607714842
"412b9b725e-ceb4ac9e6b57-1607714836696791474",,300,1607779637,0,1607714838,1607714838
"412b9b725e-ceb4ac9e6b57-1607714834415711309",,300,1607779634,0,1607714836,1607714836
"412b9b725e-ceb4ac9e6b57-1607714828933464034",,300,1607779629,0,1607714830,1607714830
"412b9b725e-ceb4ac9e6b57-1607714821558427377",,300,1607779621,0,1607714823,1607714823
"412b9b725e-ceb4ac9e6b57-1607714820658763886",,300,1607779620,0,1607714821,1607714821
"412b9b725e-ceb4ac9e6b57-1607714813555506156",,300,1607779614,0,1607714815,1607714815
"412b9b725e-ceb4ac9e6b57-1607714813460746638",,300,1607779613,0,1607714814,1607714814
"412b9b725e-ceb4ac9e6b57-1607714810213356129",,300,1607779612,0,1607714813,1607714813
"412b9b725e-ceb4ac9e6b57-1607714808429678081",,300,1607779609,0,1607714810,1607714810
"412b9b725e-ceb4ac9e6b57-1607714804567837672",,300,1607779606,0,1607714807,1607714807
"412b9b725e-ceb4ac9e6b57-1607714802688067044",,300,1607779603,0,1607714804,1607714804
"412b9b725e-ceb4ac9e6b57-1607714794056911635",,300,1607779594,0,1607714795,1607714795
"412b9b725e-ceb4ac9e6b57-1607714794761587115",,300,1607779594,0,1607714795,1607714795
"412b9b725e-ceb4ac9e6b57-1607714767207847442",,300,1607779567,0,1607714768,1607714768
"412b9b725e-ceb4ac9e6b57-1607714763250157373",,300,1607779563,0,1607714764,1607714764
"73087d9396-bbeba459a8cb-1607711015883589690",,305.98,1607779417,0,1607711018,1607711018
"73087d9396-bbeba459a8cb-1607711000039215921",,300.0500000000002,1607779400,0,1607711001,1607711001
"73087d9396-bbeba459a8cb-1607710992253161569",,300.285,1607779392,0,1607710993,1607710993
"73087d9396-bbeba459a8cb-1607710987541287950",,299.36,1607779387,0,1607710988,1607710988
"73087d9396-bbeba459a8cb-1607710978032653344",,298.93000000000006,1607779378,0,1607710979,1607710979
